"ll","alpha","l1","l2","l3"
-29693.4827772343,2.00636272669769,0.171102865755167,0.0793839306700329,0.000325302865316086
-29205.6413273115,2.04800310278293,0.159853406977869,0.0811859148931525,0.0011027725402823
-29205.6413273115,2.04800310278293,0.159853406977869,0.0811859148931525,0.0011027725402823
-29204.6689631775,2.02653150751101,0.165510294983732,0.0816041211214163,0.0013159027407866
-29204.6689631775,2.02653150751101,0.165510294983732,0.0816041211214163,0.0013159027407866
-29204.6689631775,2.02653150751101,0.165510294983732,0.0816041211214163,0.0013159027407866
-29204.6689631775,2.02653150751101,0.165510294983732,0.0816041211214163,0.0013159027407866
-29204.6689631775,2.02653150751101,0.165510294983732,0.0816041211214163,0.0013159027407866
-29201.685802526,2.02897137357902,0.172565217049312,0.0764272411114294,0.00126592903146272
-29201.685802526,2.02897137357902,0.172565217049312,0.0764272411114294,0.00126592903146272
-29201.4260088068,2.00439685156392,0.195263636497519,0.0832976848424147,0.00105031571283359
-29201.4260088068,2.00439685156392,0.195263636497519,0.0832976848424147,0.00105031571283359
-29200.1721617599,1.9793632695214,0.213786794911444,0.08682773009468,0.0010467703352691
-29200.1721617599,1.9793632695214,0.213786794911444,0.08682773009468,0.0010467703352691
-29200.1721617599,1.9793632695214,0.213786794911444,0.08682773009468,0.0010467703352691
-29199.1923058757,2.01843122954736,0.173058245215281,0.0743138622373053,0.000332942891959908
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.6710492107,2.01550568837441,0.170574668643506,0.0717446349513914,0.000294655598579884
-29198.8449136759,2.00594892002355,0.182123752486439,0.0791285741716984,8.91978513737378e-05
-29198.8449136759,2.00594892002355,0.182123752486439,0.0791285741716984,8.91978513737378e-05
-29198.8449136759,2.00594892002355,0.182123752486439,0.0791285741716984,8.91978513737378e-05
-29198.8449136759,2.00594892002355,0.182123752486439,0.0791285741716984,8.91978513737378e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
-29197.7736576887,2.03348033117347,0.155979221888787,0.0722659154915892,7.39507118931253e-05
